Subject	Experiment	Condition_1possible_2impossible	Coplayer_cost	Efficiency	Reciprocity	Whether_Reject	Pain_reduction	Second_order_belief	Perceived_care	Obligation	Guilt	Gratitude
1122	1	0	9	1	11.04	0	7.2	0	17.3	15.96	7.05	72.69
1122	1	0	10	1	9.02	0	8	0	17.55	19.86	11.81	90.75
1122	1	0	11	1	12.99	0	8.8	0	22.79	12.79	9.37	29.75
1122	1	0	12	1	13.96	0	9.6	0	23.52	14.74	9.25	30.97
1122	1	0	14	1	15.98	0	11.2	0	23.16	18.64	14.74	81.97
1122	1	0	15	1	17.08	0	12	0	23.28	12.66	7.3	74.16
1122	1	0	16	1	17.93	0	12.8	0	27.18	18.89	10.22	80.5
1122	1	0	18	1	20.06	0	14.4	0	15.47	10.1	5.83	92.95
1122	1	0	20	1	22.02	0	16	0	27.79	8.39	8.03	95.63
1123	1	1	5	1	7.92	1	4	10.27	51.34	69.64	42.56	50
1123	1	1	7	1	8.35	0	5.6	12.53	50.98	72.57	54.64	59.52
1123	1	1	8	1	10.61	0	6.4	13.72	55.37	65.74	56.47	59.27
1123	1	1	9	1	12.5	0	7.2	13.69	50	54.51	51.34	50
1123	1	1	10	1	16.65	1	8	18.23	61.22	67.69	54.03	47.32
1123	1	1	11	1	10.06	1	8.8	12.53	57.44	75.5	56.34	53.42
1123	1	1	12	1	9.33	1	9.6	18.88	53.9	75.99	51.83	56.59
1123	1	1	14	1	13.48	1	11.2	16.22	60.13	82.33	53.9	60.25
1123	1	1	15	1	14.27	0	12	17.17	55.12	78.31	52.93	58.05
1123	1	1	16	1	19.45	0	12.8	19.24	51.71	83.06	55.98	61.47
1123	1	1	18	1	12.5	0	14.4	22.26	56.59	85.02	59.76	64.15
1123	1	1	20	1	16.28	1	16	23.63	61.59	82.33	55.12	69.52
1123	1	0	5	1	3.78	1	4	4.26	64.52	35.72	61.96	61.22
1123	1	0	7	1	11.28	0	5.6	12.5	65.01	33.16	61.71	68.3
1123	1	0	8	1	18.91	1	6.4	9.69	74.16	29.62	71.35	71.72
1123	1	0	9	1	17.2	0	7.2	6.25	65.74	31.58	67.45	58.05
1123	1	0	10	1	8.47	1	8	8.69	74.77	32.67	70.86	75.87
1123	1	0	11	1	14.39	0	8.8	11.89	72.21	30.6	70.86	69.28
1123	1	0	12	1	18.42	0	9.6	10.88	74.77	32.43	68.91	71.96
1123	1	0	14	1	17.2	0	11.2	5.55	71.6	27.55	75.62	83.19
1123	1	0	15	1	19.03	0	12	6.83	83.06	26.7	77.57	81.48
1123	1	0	16	1	17.69	0	12.8	6.49	70.38	21.94	76.6	77.82
1123	1	0	18	1	20.43	0	14.4	9.54	83.92	55	69.16	89.29
1123	1	0	20	1	24.15	1	16	10.24	97.83	18.52	92.7	97.83
1124	1	1	5	1	5.01	1	4	6.48	12.24	17.32	58.2	30.47
1124	1	1	7	1	6.97	0	5.6	10.16	25.78	33.72	33.59	48.44
1124	1	1	8	1	10.03	1	6.4	9.83	34.77	49.35	32.81	39.84
1124	1	1	9	1	9.05	1	7.2	11	35.81	42.06	47.14	58.33
1124	1	1	10	1	12.5	1	8	11.26	47.14	47.4	58.2	33.33
1124	1	1	11	1	11.78	0	8.8	14.55	29.3	51.82	40.76	64.84
1124	1	1	12	1	12.5	1	9.6	14.52	42.58	37.76	59.11	53.65
1124	1	1	14	1	14.97	1	11.2	14.97	48.96	56.64	52.21	35.94
1124	1	1	15	1	15.04	1	12	19.01	50.13	48.05	50.91	58.33
1124	1	1	16	1	12.83	1	12.8	10.45	49.09	59.9	46.48	65.63
1124	1	1	18	1	19.99	1	14.4	20.61	53.39	55.99	64.06	63.02
1124	1	0	5	1	5.08	1	4	4.98	21.88	9.11	21.35	34.64
1124	1	0	7	1	7.49	1	5.6	8.11	48.31	44.53	53.65	71.35
1124	1	0	8	1	10.55	1	6.4	4	45.18	38.8	49.61	34.9
1124	1	0	9	1	10.87	1	7.2	9.99	40.76	42.45	44.4	50.52
1124	1	0	10	1	10.55	0	8	10.06	33.2	41.02	70.05	50
1124	1	0	11	1	12.24	1	8.8	5.5	53.39	43.88	58.33	59.11
1124	1	0	12	1	13.02	0	9.6	7.13	38.8	30.21	64.84	77.08
1124	1	0	14	1	14.26	0	11.2	14.88	56.77	41.93	67.19	73.18
1124	1	0	15	1	20.18	1	12	18.75	52.99	32.16	73.96	73.18
1124	1	0	16	1	18.62	1	12.8	17.02	49.48	41.8	79.56	74.74
1124	1	0	18	1	18.23	1	14.4	11.23	66.15	42.06	80.47	83.59
1124	1	0	20	1	22.98	1	16	22.98	49.87	12.5	78.13	100
1125	1	1	5	1	6.51	1	4	7.99	29.9	39.69	44.9	19.58
1125	1	1	7	1	12.5	0	5.6	10	52.6	49.9	60	40
1125	1	1	8	1	12.5	0	6.4	11.25	60.21	54.58	52.4	54.79
1125	1	1	9	1	10	1	7.2	10.99	62.92	62.4	62.4	50
1125	1	1	10	1	11.51	0	8	12.27	64.69	72.5	67.71	50.42
1125	1	1	11	1	12.03	0	8.8	11.04	69.79	69.79	70	50
1125	1	1	12	1	13.96	0	9.6	12.73	72.29	71.77	72.5	65.21
1125	1	1	14	1	16.51	0	11.2	15	75.1	67.4	67.71	74.79
1125	1	1	15	1	17.03	0	12	18.52	80.1	77.5	79.9	74.58
1125	1	1	16	1	17.97	0	12.8	16.51	67.29	74.79	71.46	74.79
1125	1	1	18	1	22.03	0	14.4	20.05	85.1	90	80.1	100
1125	1	1	20	1	21.51	0	16	21.51	100	94.06	65.31	100
1125	1	0	5	1	8.44	1	4	0.05	25.31	47.08	25	50
1125	1	0	7	1	10	0	5.6	2.53	49.9	54.79	57.29	50
1125	1	0	8	1	8.96	1	6.4	0	47.4	57.4	70.21	55.21
1125	1	0	9	1	10	0	7.2	0	44.9	55	57.6	50
1125	1	0	10	1	12.5	0	8	0	67.4	75.31	77.5	50
1125	1	0	11	1	11.04	0	8.8	12.24	64.9	72.6	77.08	50
1125	1	0	12	1	12.97	0	9.6	0	74.69	75.31	82.6	50
1125	1	0	14	1	16.04	0	11.2	6.25	72.4	82.71	87.6	51.04
1125	1	0	15	1	18.02	0	12	0	82.19	80.42	79.9	65.42
1125	1	0	16	1	20	0	12.8	0	77.5	75.21	95	80.42
1125	1	0	18	1	20	0	14.4	0	95.21	84.9	94.58	84.79
1125	1	0	20	1	22.5	0	16	0	100	100	100	100
1126	1	1	5	1	8.53	0	4	12.47	42.8	82.82	68.67	34.63
1126	1	1	7	1	3.78	0	5.6	14.03	46.22	79.16	80.38	52.2
1126	1	1	8	1	10.43	0	6.4	12.53	68.18	77.33	79.4	75.62
1126	1	1	9	1	3.29	1	7.2	9.08	56.22	83.19	46.83	67.81
1126	1	1	10	1	11.77	1	8	15.28	65.37	78.43	77.82	70.5
1126	1	1	11	1	13.42	0	8.8	15.86	49.15	78.79	83.06	29.99
1126	1	1	12	1	14.88	1	9.6	15.06	73.55	73.55	74.16	70.99
1126	1	1	14	1	18.11	0	11.2	19.39	68.42	80.75	84.9	74.65
1126	1	1	15	1	17.08	1	12	20.49	70.99	86.36	88.92	70.01
1126	1	1	16	1	16.65	1	12.8	22.14	76.6	70.62	78.31	79.28
1126	1	1	20	1	24.09	1	16	24.46	78.67	72.08	79.53	80.01
1126	1	0	5	1	6.16	0	4	2.83	81.72	52.81	60.98	70.99
1126	1	0	7	1	10.36	0	5.6	6.77	79.53	37.55	61.71	75.87
1126	1	0	8	1	14.88	0	6.4	5.39	78.92	26.57	34.87	78.79
1126	1	0	9	1	12.87	1	7.2	12.77	81.97	33.41	40.12	81.48
1126	1	0	10	1	15.92	0	8	5.03	84.41	44.75	50.49	80.5
1126	1	0	11	1	16.71	0	8.8	5.52	74.4	48.66	70.86	83.43
1126	1	0	12	1	18.3	0	9.6	13.35	81.72	15.84	31.82	86.85
1126	1	0	14	1	18.11	1	11.2	13.96	87.21	20.84	35.72	82.45
1126	1	0	15	1	17.44	1	12	8.14	86.48	29.99	65.62	87.34
1126	1	0	16	1	20	1	12.8	16.01	87.7	14.13	60.13	89.04
1126	1	0	18	1	25	1	14.4	1.52	88.68	36.7	70.13	92.22
1127	1	1	5	1	5	0	4	5.99	24.9	20	30	29.79
1127	1	1	7	1	6.77	0	5.6	8.02	40.21	27.5	50	50
1127	1	1	8	1	8.02	0	6.4	8.02	47.4	42.6	50	50
1127	1	1	9	1	9.01	0	7.2	10	50	45	50	50
1127	1	1	10	1	10	1	8	12.01	50	50	50	50
1127	1	1	11	1	12.03	0	8.8	12.5	52.71	41.98	55.1	55
1127	1	1	12	1	12.5	0	9.6	10	55.31	32.5	54.9	50
1127	1	1	15	1	16.04	0	12	12.5	64.69	32.4	64.9	65
1127	1	1	16	1	15	0	12.8	14.01	70.1	37.4	60.73	69.79
1127	1	1	18	1	15	0	14.4	15	70.21	37.5	60.31	50
1127	1	1	20	1	15	0	16	12.5	69.58	54.69	67.71	60.21
1127	1	0	5	1	2.6	0	4	3.98	30.21	24.48	44.48	50
1127	1	0	7	1	7.5	0	5.6	6.02	47.4	40.1	50	50
1127	1	0	8	1	9.95	0	6.4	5	50	37.71	50	50
1127	1	0	9	1	10	0	7.2	10	50	37.71	50	50
1127	1	0	10	1	10	0	8	8.98	50.21	20.1	60.21	50.21
1127	1	0	11	1	12.5	0	8.8	10.99	67.6	40.42	70.63	65
1127	1	0	12	1	15	0	9.6	10	64.79	43.85	62.81	60.21
1127	1	0	14	1	12.5	0	11.2	13.75	70.1	50.31	77.29	69.58
1127	1	0	15	1	15	0	12	10	77.71	37.6	77.5	80.42
1127	1	0	16	1	17.76	0	12.8	15.03	77.6	65.31	79.9	75.42
1127	1	0	18	1	18.49	0	14.4	15	85.1	68.75	84.9	90.21
1127	1	0	20	1	21.98	0	16	16.25	82.29	45	82.71	80.42
1128	1	1	5	1	2.8	0	4	6.67	4.56	40.36	3.91	9.64
1128	1	1	7	1	6.32	0	5.6	7.88	23.83	50	40.76	28.13
1128	1	1	8	1	8.46	0	6.4	9.05	36.33	60.42	36.98	42.45
1128	1	1	9	1	7.68	0	7.2	10.06	40.1	53.39	40.36	46.61
1128	1	1	10	1	10.03	0	8	11.23	50	56.64	44.79	50
1128	1	1	11	1	11	0	8.8	11	50.13	55.08	40.1	53.91
1128	1	1	12	1	12.04	0	9.6	12.89	63.8	68.23	55.08	62.5
1128	1	1	14	1	8.79	1	11.2	14.58	58.85	77.73	49.48	67.71
1128	1	1	15	1	8.79	0	12	15.76	65.76	73.44	54.82	65.36
1128	1	1	16	1	0	0	12.8	18.23	54.3	77.21	53.52	70.05
1128	1	1	18	1	11.46	1	14.4	18.98	47.92	79.95	35.81	50
1128	1	1	20	1	8.2	1	16	19.99	73.57	100	34.51	73.96
1128	1	0	5	1	0	1	4	0	33.85	0	32.68	49.74
1128	1	0	7	1	7.03	1	5.6	3.52	44.27	0	51.69	50
1128	1	0	8	1	0	1	6.4	0	44.14	0	51.82	41.41
1128	1	0	9	1	0	1	7.2	0	50.52	0	53.52	57.81
1128	1	0	10	1	0	0	8	0	60.42	0	72.53	66.93
1128	1	0	11	1	0	0	8.8	0	70.96	0	70.83	68.49
1128	1	0	12	1	0	0	9.6	0	67.32	0	73.44	65.1
1128	1	0	14	1	0	0	11.2	0	76.17	0	77.47	83.07
1128	1	0	15	1	0	0	12	0	87.5	0	86.2	88.02
1128	1	0	16	1	0	1	12.8	0	89.45	0	93.1	83.33
1128	1	0	18	1	0	0	14.4	0	88.54	0	87.24	90.36
1128	1	0	20	1	0	0	16	0	100	0	100	100
1129	1	1	5	1	5	0	4	5.03	76.48	61.59	71.47	93.68
1129	1	1	7	1	7.01	1	5.6	7.99	71.84	62.57	80.38	100
1129	1	1	8	1	11.95	1	6.4	11.25	51.95	69.64	45.12	71.96
1129	1	1	10	1	10	0	8	14.97	75.38	61.22	42.92	81.72
1129	1	1	11	1	10.97	0	8.8	17.23	84.41	84.16	83.8	100
1129	1	1	12	1	12.01	1	9.6	19.03	58.91	70.38	78.18	100
1129	1	1	14	1	15.98	1	11.2	22.5	51.1	59.03	33.28	75.38
1129	1	1	15	1	15	0	12	25	80.38	85.02	55.12	100
1129	1	1	16	1	16.04	0	12.8	25	80.14	82.58	52.56	85.63
1129	1	1	18	1	17.99	1	14.4	25	82.82	73.67	42.56	100
1129	1	1	20	1	20	1	16	25	47.8	72.68	52.56	100
1129	1	0	5	1	6.03	0	4	0	66.11	68.91	78.43	100
1129	1	0	7	1	9.02	0	5.6	3.99	80.5	89.64	86.71	100
1129	1	0	8	1	7.99	0	6.4	0.33	92.45	73.43	86.97	100
1129	1	0	9	1	9.02	0	7.2	0	90.5	81.97	74.4	100
1129	1	0	10	1	10.55	0	8	0	92.2	67.08	94.16	100
1129	1	0	11	1	12.56	0	8.8	0	99.89	78.67	83.19	100
1129	1	0	12	1	11.95	0	9.6	0	100	47.07	93.67	100
1129	1	0	14	1	12.68	0	11.2	0	95.25	79.89	86.24	100
1129	1	0	15	1	17.01	1	12	0	97.21	79.65	84.65	100
1129	1	0	16	1	17.99	0	12.8	0	100	58.54	94.05	100
1129	1	0	18	1	20	0	14.4	0	96.23	68.91	82.32	100
1129	1	0	20	1	20	0	16	0	100	60	100	100
1130	1	1	5	1	10	0	4	9.97	44.88	40	45	60
1130	1	1	7	1	10	0	5.6	10.03	49.88	50	47.44	50
1130	1	1	8	1	11.95	0	6.4	10	50.24	55	55	49.76
1130	1	1	9	1	10	0	7.2	10	49.88	55.12	52.44	50.24
1130	1	1	10	1	15	0	8	11.01	59.76	50.12	50.37	59.52
1130	1	1	11	1	15	0	8.8	12.5	55	45.12	59.76	50
1130	1	1	12	1	15	0	9.6	12.01	60.61	55.37	65.13	64.89
1130	1	1	14	1	20	0	11.2	15.03	70.01	40.12	75.13	75.13
1130	1	1	15	1	15	0	12	15.06	65.13	49.76	75.5	70.5
1130	1	1	16	1	20	1	12.8	17.99	70.01	40.12	79.89	79.77
1130	1	1	18	1	25	0	14.4	20.06	74.89	65.01	84.65	79.53
1130	1	1	20	1	25	0	16	22.59	90.01	35.24	95.01	100
1130	1	0	5	1	10	0	4	7.5	44.75	50.12	45	50.49
1130	1	0	7	1	10	0	5.6	10	50.12	50	57.69	59.76
1130	1	0	8	1	12.01	0	6.4	10	55.12	50	57.56	60.49
1130	1	0	9	1	15	0	7.2	10.09	52.32	52.32	52.68	55.37
1130	1	0	10	1	15	0	8	15	57.81	54.88	60.25	69.77
1130	1	0	11	1	15	0	8.8	13.51	64.89	42.44	70.38	64.64
1130	1	0	12	1	20	0	9.6	7.5	65.01	50.12	72.69	69.52
1130	1	0	14	1	20	0	11.2	15	72.21	52.56	75.01	80.26
1130	1	0	15	1	20	0	12	15	75.01	40.24	90.02	80.01
1130	1	0	16	1	20	0	12.8	15.98	72.45	74.65	80.01	70.01
1130	1	0	18	1	25	0	14.4	21.5	94.89	34.75	97.33	100
1130	1	0	20	1	25	0	16	25	79.76	30.48	100	100
1131	1	1	5	1	7.86	1	4	9.27	36.46	11.81	35.36	27.31
1131	1	1	7	1	8.17	0	5.6	7.71	50	50	50	50
1131	1	1	8	1	11.58	0	6.4	10	50	56.95	59.64	70.99
1131	1	1	9	1	12.5	0	7.2	10	50	49.27	50	49.02
1131	1	1	10	1	12.5	0	8	12.5	50	33.53	50	50
1131	1	1	11	1	16.71	0	8.8	13.11	53.54	57.2	54.64	69.28
1131	1	1	12	1	12.5	0	9.6	13.72	50	50	50	50
1131	1	1	14	1	16.04	0	11.2	15.79	50	50	61.47	54.88
1131	1	1	15	1	17.5	0	12	19	58.78	50	49.88	50
1131	1	1	16	1	18.91	0	12.8	16.01	62.81	55.61	62.69	76.35
1131	1	1	18	1	22.38	0	14.4	20.06	73.55	19.86	83.8	71.72
1131	1	1	20	1	20.49	0	16	22.99	76.96	63.3	77.94	85.14
1131	1	0	5	1	8.11	0	4	0	58.66	5.1	66.72	54.88
1131	1	0	7	1	12.5	0	5.6	0	60.13	10.97	80.99	77.57
1131	1	0	8	1	10.12	0	6.4	0	60.25	3.89	85.63	75.13
1131	1	0	9	1	12.5	1	7.2	0	68.42	16.95	87.21	82.94
1131	1	0	10	1	12.5	1	8	0	73.67	8.65	82.33	72.69
1131	1	0	11	1	16.47	0	8.8	0	69.89	5.95	82.82	75.38
1131	1	0	12	1	16.22	0	9.6	0	78.06	15.12	88.68	86.12
1131	1	0	14	1	20.61	0	11.2	0	83.67	8.52	90.75	93.92
1131	1	0	15	1	21.53	0	12	0	89.53	10.35	90.87	90.26
1131	1	0	16	1	22.2	0	12.8	0	91.97	4.38	99.05	94.17
1131	1	0	18	1	20.98	0	14.4	5	93.92	4.99	96	98.32
1131	1	0	20	1	25	0	16	10	100	50.12	100	100
1132	1	1	5	1	12.5	1	4	6.28	32.19	32.43	30.6	50
1132	1	1	7	1	8.05	1	5.6	7.53	34.99	9.87	35.85	22.18
1132	1	1	8	1	7.99	1	6.4	6.52	21.08	19.99	5.23	40
1132	1	1	9	1	10	1	7.2	9.45	40.85	39.39	50.61	40
1132	1	1	10	1	15	0	8	12.5	40.24	25.6	25	39.75
1132	1	1	11	1	10	0	8.8	15	50	50	50	50.24
1132	1	1	12	1	15	0	9.6	13.51	50	50	50	50
1132	1	1	14	1	12.5	0	11.2	14.54	50	50	50	50
1132	1	1	15	1	11.83	0	12	13.84	58.54	27.79	25	50.24
1132	1	1	16	1	17.08	0	12.8	12.65	50	50	50	50
1132	1	1	18	1	20.13	0	14.4	19.03	50	66.96	35.72	50
1132	1	1	20	1	12.5	0	16	7.87	64.76	75	50	50
1132	1	0	5	1	5	1	4	6.25	33.28	31.09	15.12	25.84
1132	1	0	7	1	0	0	5.6	0	24.26	8.41	4.87	20.47
1132	1	0	8	1	12.44	0	6.4	7.99	58.78	36.09	49.63	50
1132	1	0	10	1	12.5	0	8	0	50	50	50	50
1132	1	0	11	1	10	0	8.8	7.5	60.37	37.92	40.97	50
1132	1	0	12	1	13.96	0	9.6	0	56.22	66.11	36.82	57.81
1132	1	0	14	1	12.5	0	11.2	6.25	63.54	32.06	30.97	88.31
1132	1	0	15	1	15	0	12	0	55.49	29.87	35.24	75.38
1132	1	0	16	1	17.01	0	12.8	0	75.5	6.33	16.58	100
1132	1	0	18	1	20	0	14.4	0	75.01	36.21	32.06	68.3
1132	1	0	20	1	0	0	16	12.5	75	50	25	100
1133	1	1	5	1	4.81	0	4	5.51	10.96	26.7	19.01	14.62
1133	1	1	7	1	6.28	0	5.6	7.1	23.4	39.14	25.6	25.11
1133	1	1	8	1	8.05	0	6.4	8.05	25.35	48.9	21.57	24.38
1133	1	1	9	1	9.02	0	7.2	10.09	41.34	54.27	37.92	48.05
1133	1	1	10	1	10	0	8	10.33	48.17	54.15	48.41	48.78
1133	1	1	11	1	10.85	0	8.8	10.97	45.73	67.45	44.39	55.12
1133	1	1	12	1	11.83	0	9.6	12.74	44.14	50	48.05	34.87
1133	1	1	14	1	14.03	0	11.2	16.1	56.1	71.96	65.37	52.93
1133	1	1	15	1	15	0	12	17.29	58.78	80.5	57.08	60.25
1133	1	1	16	1	15.86	0	12.8	17.78	64.28	87.95	58.05	75.38
1133	1	1	18	1	9.94	0	14.4	15.25	68.79	89.15	56.83	75.87
1133	1	1	20	1	20	0	16	25	72.82	100	55.37	83.19
1133	1	0	5	1	4.57	0	4	5.18	38.29	34.14	38.53	27.55
1133	1	0	7	1	6.58	0	5.6	7.04	46.34	42.92	48.78	33.16
1133	1	0	8	1	8.23	0	6.4	8.11	55.49	54.88	55.98	49.51
1133	1	0	9	1	9.51	0	7.2	10.79	55.49	48.29	56.71	52.68
1133	1	0	10	1	10.55	0	8	10.67	63.3	49.63	54.03	54.15
1133	1	0	11	1	11.46	0	8.8	11.46	64.4	37.31	60.98	59.52
1133	1	0	12	1	11.95	0	9.6	12.29	54.15	48.9	59.27	47.07
1133	1	0	14	1	15	0	11.2	15.43	82.33	67.45	82.94	73.18
1133	1	0	15	1	15.06	0	12	15.67	69.16	46.34	71.47	68.3
1133	1	0	16	1	16.65	0	12.8	16.65	78.67	64.64	81.36	75.62
1133	1	0	18	1	17.99	0	14.4	18.51	79.04	52.93	79.77	80.26
1133	1	0	20	1	20.06	0	16	24.24	100	63.18	94.64	100
1134	1	1	5	1	4.94	1	4	4.08	33.77	68.42	42.68	56.59
1134	1	1	7	1	7.74	1	5.6	5.42	39.14	60.86	32.31	40.73
1134	1	1	8	1	7.38	1	6.4	3.41	33.53	59.88	50.61	49.76
1134	1	1	9	1	5.12	0	7.2	6.12	27.06	67.2	43.41	21.21
1134	1	1	11	1	10.97	1	8.8	13.2	45.36	64.52	44.63	20.96
1134	1	1	12	1	5	1	9.6	13.02	41.58	63.67	47.19	61.96
1134	1	1	14	1	9.75	1	11.2	17.26	27.55	70.25	39.14	33.41
1134	1	1	15	1	12.5	1	12	20.52	43.78	69.52	54.03	37.8
1134	1	1	16	1	9.69	1	12.8	15.21	38.9	65.86	48.9	43.66
1134	1	1	18	1	0	1	14.4	12.07	37.19	77.09	30.84	45.61
1134	1	1	20	1	20	1	16	14.64	42.44	99.16	37.07	28.28
1134	1	0	5	1	3.96	1	4	7.28	28.16	68.79	34.14	34.38
1134	1	0	7	1	10.24	0	5.6	10.73	44.02	61.35	51.83	61.47
1134	1	0	8	1	0	1	6.4	8.75	58.66	37.19	58.42	68.06
1134	1	0	9	1	9.88	1	7.2	10.21	45.12	59.52	53.9	28.53
1134	1	0	10	1	7.5	1	8	9.94	63.18	49.76	66.84	67.08
1134	1	0	11	1	13.11	1	8.8	3.11	71.23	46.46	71.96	68.55
1134	1	0	12	1	12.5	0	9.6	3.11	64.76	55.37	70.5	68.55
1134	1	0	14	1	12.5	0	11.2	3.5	66.23	32.8	74.52	73.67
1134	1	0	15	1	15.55	0	12	10.18	82.33	52.81	83.67	67.33
1134	1	0	16	1	16.1	1	12.8	5.91	83.67	33.89	79.16	85.63
1134	1	0	18	1	18.05	0	14.4	2.74	76.48	37.55	72.21	91.24
1134	1	0	20	1	23.91	0	16	0.52	89.78	36.7	91.72	100
1135	1	1	5	1	9.21	0	4	10.94	30.48	45.97	26.45	32.43
1135	1	1	7	1	12.07	0	5.6	13.72	44.27	63.3	38.29	42.19
1135	1	1	8	1	12.01	0	6.4	15.09	47.68	90.75	25.96	52.2
1135	1	1	9	1	14.64	0	7.2	12.01	37.55	58.17	28.4	35.85
1135	1	1	10	1	10.97	0	8	13.02	39.87	85.02	33.89	76.35
1135	1	1	11	1	11.58	0	8.8	13.08	36.33	92.46	34.87	56.59
1135	1	1	12	1	14.03	0	9.6	15.37	53.78	79.04	37.07	53.9
1135	1	1	14	1	15.67	0	11.2	17.9	47.93	87.21	37.31	72.94
1135	1	1	15	1	17.99	0	12	18.51	50.24	74.89	28.65	55.86
1135	1	1	16	1	19.64	0	12.8	19.76	64.52	87.34	38.53	70.01
1135	1	1	18	1	16.77	0	14.4	17.44	69.03	85.63	41.22	75.13
1135	1	1	20	1	23.05	0	16	23.33	87.46	89.04	46.46	92.22
1135	1	0	5	1	5.97	0	4	10.91	52.32	38.04	55	44.14
1135	1	0	7	1	14.03	0	5.6	15.12	72.82	30.23	34.5	70.25
1135	1	0	8	1	15.06	0	6.4	14.76	57.56	64.89	46.22	65.86
1135	1	0	9	1	13.05	0	7.2	16.4	73.43	33.16	76.96	69.77
1135	1	0	10	1	14.15	0	8	13.26	70.99	38.9	63.06	74.65
1135	1	0	11	1	18.78	0	8.8	6.8	72.82	54.15	80.26	73.43
1135	1	0	12	1	15	0	9.6	16.43	69.89	28.16	81.6	54.64
1135	1	0	14	1	18.66	0	11.2	11.31	77.82	38.04	76.11	81.23
1135	1	0	15	1	17.69	0	12	18.14	85.26	31.82	89.17	93.92
1135	1	0	16	1	19.03	0	12.8	14.79	91.24	30.48	94.41	89.78
1135	1	0	18	1	21.04	0	14.4	12.13	80.75	35.6	55.49	84.16
1135	1	0	20	1	22.63	0	16	13.08	95.02	29.62	100	100
1136	1	1	5	1	5.01	1	4	5.24	23.44	41.8	33.59	20.05
1136	1	1	7	1	7.03	1	5.6	6.18	30.73	40.89	37.89	25
1136	1	1	8	1	7.23	0	6.4	8.27	46.48	54.43	43.1	41.41
1136	1	1	9	1	10.09	1	7.2	12.3	49.87	57.42	39.19	50
1136	1	1	10	1	9.96	0	8	9.15	53.39	64.06	47.4	50
1136	1	1	11	1	11.07	0	8.8	11.33	52.21	53.13	51.82	58.07
1136	1	1	12	1	11.13	0	9.6	12.47	59.9	63.93	61.2	67.97
1136	1	1	14	1	16.99	0	11.2	14.06	71.35	71.61	75.52	72.4
1136	1	1	15	1	15.1	0	12	14.52	69.01	84.24	77.6	64.58
1136	1	1	16	1	15.04	0	12.8	16.31	63.93	78.52	74.22	77.08
1136	1	1	18	1	17.9	0	14.4	18.39	74.74	89.32	87.11	70.57
1136	1	1	20	1	19.86	0	16	20.51	85.29	99.22	93.75	88.28
1136	1	0	5	1	3.06	1	4	2.83	39.45	21.48	37.76	60.94
1136	1	0	7	1	8.14	1	5.6	4.69	56.64	31.64	63.54	35.42
1136	1	0	8	1	9.05	0	6.4	5.76	54.3	30.34	71.61	38.8
1136	1	0	9	1	8.98	0	7.2	5.79	80.73	24.48	76.43	70.31
1136	1	0	10	1	12.5	0	8	9.54	70.44	33.46	74.74	74.48
1136	1	0	11	1	13.8	0	8.8	10.48	73.57	40.36	76.3	71.35
1136	1	0	12	1	12.89	0	9.6	9.41	75.26	35.81	89.97	71.61
1136	1	0	14	1	15.43	0	11.2	11.88	74.35	26.56	82.68	75.52
1136	1	0	15	1	17.25	0	12	9.7	78.26	41.15	88.41	85.16
1136	1	0	16	1	16.47	0	12.8	10.19	83.85	26.17	84.77	80.21
1136	1	0	18	1	19.66	0	14.4	12.37	95.31	37.63	88.8	100
1136	1	0	20	1	22.27	0	16	16.7	95.7	38.8	93.1	100
1137	1	1	5	1	10	1	4	5.03	40.21	66.88	40.21	29.79
1137	1	1	7	1	14.22	1	5.6	10.57	50	58.44	59.69	50.42
1137	1	1	8	1	16.04	1	6.4	11.48	50	43.65	62.29	55.63
1137	1	1	9	1	18.13	1	7.2	9.01	50	58.33	53.54	50
1137	1	1	10	1	20.31	1	8	10	45	56.67	57.19	50
1137	1	1	11	1	25	1	8.8	11.46	74.06	55.42	63.75	69.58
1137	1	1	12	1	24.06	1	9.6	12.01	73.44	34.38	83.23	58.96
1137	1	1	14	1	25	1	11.2	20	65.1	46.25	68.23	50
1137	1	1	15	1	25	1	12	15	75.21	22.29	75	75.42
1137	1	1	16	1	25	1	12.8	16.02	100	9.69	99.9	100
1137	1	1	18	1	17.97	1	14.4	18.02	100	0.21	100	100
1137	1	1	20	1	25	1	16	20	100	0.1	100	100
1137	1	0	5	1	10.21	0	4	10.1	46.04	54.9	49.69	60.42
1137	1	0	7	1	13.96	1	5.6	10.49	48.75	46.67	42.81	44.79
1137	1	0	8	1	18.02	1	6.4	12.14	48.13	53.02	57.71	53.75
1137	1	0	9	1	17.97	1	7.2	13.59	50	44.79	63.85	50
1137	1	0	10	1	20	1	8	10.08	87.19	15.63	95.31	84.79
1137	1	0	11	1	22.03	1	8.8	11.02	80.42	19.69	87.4	78.13
1137	1	0	12	1	24.01	1	9.6	12.08	85.1	20.31	91.88	89.58
1137	1	0	14	1	15.1	1	11.2	14.53	86.04	9.27	91.46	85
1137	1	0	15	1	25	1	12	15.05	95.1	5.42	95.21	100
1137	1	0	16	1	25	1	12.8	16.04	100	8.02	100	100
1137	1	0	18	1	25	1	14.4	17.97	100	0	97.29	92.5
1137	1	0	20	1	25	1	16	22.5	100	0	100	100
1138	1	1	5	1	4.02	0	4	4.51	35.48	30.36	24.74	30.48
1138	1	1	7	1	7.5	0	5.6	7.01	40.48	34.63	19.99	36.09
